
#                                --------------
#                                 PolyCEID 0.1
#                                --------------

#   THE SOFTWARE IS PROVIDED "AS IS", WITHOUT WARRANTY OF ANY KIND, EXPRESS OR
#   IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF MERCHANTABILITY,
#   FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT. IN NO EVENT SHALL THE
#   AUTHORS OR COPYRIGHT HOLDERS BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER
#   LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM,
#   OUT OF OR IN CONNECTION WITH THE SOFTWARE OR THE USE OR OTHER DEALINGS IN,
#   THE SOFTWARE.

0.000000e+00   0.00000e+00   0.00000e+00   4.45551e-01   4.45551e-01  -8.24158e-01  -0.00000e+00   4.53641e-01  -3.70518e-01   7.50333e-02
1.000000e-01   4.99935e-05   8.90804e-39   4.45638e-01   4.45688e-01  -8.24294e-01  -1.41149e-06   4.53641e-01  -3.70654e-01   7.50333e-02
2.000000e-01   1.93939e-04  -1.26248e-35   4.45895e-01   4.46089e-01  -8.24693e-01  -5.78577e-06   4.53643e-01  -3.71056e-01   7.50333e-02
3.000000e-01   4.14464e-04  -2.22874e-35   4.46319e-01   4.46734e-01  -8.25339e-01  -1.35338e-05   4.53652e-01  -3.71700e-01   7.50333e-02
4.000000e-01   6.84955e-04   8.56700e-35   4.46901e-01   4.47586e-01  -8.26204e-01  -2.53127e-05   4.53677e-01  -3.72553e-01   7.50333e-02
5.000000e-01   9.72782e-04   1.80368e-34   4.47629e-01   4.48602e-01  -8.27255e-01  -4.19860e-05   4.53729e-01  -3.73569e-01   7.50333e-02
6.000000e-01   1.24324e-03   7.33885e-34   4.48490e-01   4.49734e-01  -8.28456e-01  -6.45705e-05   4.53821e-01  -3.74700e-01   7.50333e-02
7.000000e-01   1.46372e-03   8.68173e-34   4.49469e-01   4.50932e-01  -8.29773e-01  -9.41735e-05   4.53968e-01  -3.75899e-01   7.50333e-02
8.000000e-01   1.60766e-03   9.43029e-34   4.50547e-01   4.52155e-01  -8.31179e-01  -1.31924e-04   4.54189e-01  -3.77122e-01   7.50333e-02
9.000000e-01   1.65772e-03   1.00773e-33   4.51709e-01   4.53366e-01  -8.32654e-01  -1.78899e-04   4.54500e-01  -3.78333e-01   7.50333e-02
1.000000e+00   1.60787e-03   1.14390e-33   4.52935e-01   4.54543e-01  -8.34193e-01  -2.36054e-04   4.54919e-01  -3.79510e-01   7.50333e-02
1.100000e+00   1.46410e-03   1.10478e-33   4.54210e-01   4.55674e-01  -8.35799e-01  -3.04157e-04   4.55462e-01  -3.80641e-01   7.50333e-02
1.200000e+00   1.24367e-03   1.23305e-33   4.55518e-01   4.56761e-01  -8.37489e-01  -3.83727e-04   4.56144e-01  -3.81728e-01   7.50333e-02
1.300000e+00   9.73090e-04   1.22439e-33   4.56845e-01   4.57818e-01  -8.39289e-01  -4.74991e-04   4.56980e-01  -3.82784e-01   7.50333e-02
1.400000e+00   6.84905e-04   4.69257e-34   4.58180e-01   4.58865e-01  -8.41232e-01  -5.77848e-04   4.57979e-01  -3.83831e-01   7.50333e-02
1.500000e+00   4.13868e-04   2.07733e-34   4.59515e-01   4.59929e-01  -8.43353e-01  -6.91854e-04   4.59149e-01  -3.84895e-01   7.50333e-02
1.600000e+00   1.92816e-04   8.63847e-34   4.60845e-01   4.61038e-01  -8.45684e-01  -8.16221e-04   4.60495e-01  -3.86005e-01   7.50333e-02
1.700000e+00   4.88184e-05   6.08060e-34   4.62169e-01   4.62218e-01  -8.48253e-01  -9.49832e-04   4.62018e-01  -3.87185e-01   7.50333e-02
1.800000e+00   2.26536e-08   3.56839e-34   4.63490e-01   4.63490e-01  -8.51080e-01  -1.09127e-03   4.63715e-01  -3.88457e-01   7.50333e-02
1.900000e+00   5.35646e-05   1.15387e-34   4.64812e-01   4.64866e-01  -8.54173e-01  -1.23889e-03   4.65580e-01  -3.89832e-01   7.50333e-02
2.000000e+00   2.04782e-04   4.31877e-35   4.66145e-01   4.66350e-01  -8.57529e-01  -1.39084e-03   4.67603e-01  -3.91317e-01   7.50333e-02
2.100000e+00   4.37804e-04   1.60055e-34   4.67501e-01   4.67939e-01  -8.61133e-01  -1.54518e-03   4.69773e-01  -3.92905e-01   7.50333e-02
2.200000e+00   7.27434e-04   1.13976e-34   4.68893e-01   4.69621e-01  -8.64961e-01  -1.69992e-03   4.72074e-01  -3.94587e-01   7.50333e-02
2.300000e+00   1.04208e-03   6.69562e-35   4.70339e-01   4.71381e-01  -8.68985e-01  -1.85315e-03   4.74490e-01  -3.96348e-01   7.50333e-02
